"Time, GMT-04:00",Date,Time,Pulaski,Sombrero,Molasses,Fowey
01/20/2010 01:30,1/20/2010,01:30,21.843,22.585,22.92,22.92
01/20/2010 01:45,1/20/2010,01:45,21.843,22.585,22.992,22.992
01/20/2010 02:00,1/20/2010,02:00,21.867,22.537,23.016,23.016
01/20/2010 02:15,1/20/2010,02:15,21.843,22.513,23.064,23.04
01/20/2010 02:30,1/20/2010,02:30,21.819,22.226,23.088,23.04
01/20/2010 02:45,1/20/2010,02:45,21.819,22.13,23.088,23.04
01/20/2010 03:00,1/20/2010,03:00,21.819,22.058,23.088,22.968
01/20/2010 03:15,1/20/2010,03:15,21.843,22.058,23.064,22.872
01/20/2010 03:30,1/20/2010,03:30,21.867,21.963,22.992,22.8
01/20/2010 03:45,1/20/2010,03:45,21.843,21.915,22.968,22.753
01/20/2010 04:00,1/20/2010,04:00,21.819,21.915,22.992,22.681
01/20/2010 04:15,1/20/2010,04:15,21.795,21.939,22.992,22.561
01/20/2010 04:30,1/20/2010,04:30,21.843,21.939,23.016,22.441
01/20/2010 04:45,1/20/2010,04:45,21.843,21.915,23.016,22.465
01/20/2010 05:00,1/20/2010,05:00,21.867,21.915,23.04,22.489
01/20/2010 05:15,1/20/2010,05:15,21.891,21.915,23.04,22.465
01/20/2010 05:30,1/20/2010,05:30,21.915,21.867,23.04,22.441
01/20/2010 05:45,1/20/2010,05:45,21.939,21.843,23.016,22.417
01/20/2010 06:00,1/20/2010,06:00,21.939,21.772,23.016,22.441
01/20/2010 06:15,1/20/2010,06:15,21.915,21.724,22.992,22.489
01/20/2010 06:30,1/20/2010,06:30,21.891,21.7,22.968,22.489
01/20/2010 06:45,1/20/2010,06:45,21.867,21.7,22.944,22.489
01/20/2010 07:00,1/20/2010,07:00,21.843,21.676,22.92,22.489
01/20/2010 07:15,1/20/2010,07:15,21.795,21.676,22.944,22.489
01/20/2010 07:30,1/20/2010,07:30,21.772,21.676,22.992,22.489
01/20/2010 07:45,1/20/2010,07:45,21.772,21.652,23.016,22.489
01/20/2010 08:00,1/20/2010,08:00,21.772,21.7,22.992,22.513
01/20/2010 08:15,1/20/2010,08:15,21.748,21.772,22.992,22.513
01/20/2010 08:30,1/20/2010,08:30,21.748,21.963,22.992,22.537
01/20/2010 08:45,1/20/2010,08:45,21.748,22.298,22.968,22.585
01/20/2010 09:00,1/20/2010,09:00,21.724,22.441,22.968,22.657
01/20/2010 09:15,1/20/2010,09:15,21.772,22.489,22.968,22.776
01/20/2010 09:30,1/20/2010,09:30,21.795,22.561,22.968,22.848
01/20/2010 09:45,1/20/2010,09:45,21.724,22.585,22.968,22.872
01/20/2010 10:00,1/20/2010,10:00,21.724,22.585,22.968,22.92
01/20/2010 10:15,1/20/2010,10:15,21.772,22.609,22.944,22.968
01/20/2010 10:30,1/20/2010,10:30,21.795,22.633,22.896,22.944
01/20/2010 10:45,1/20/2010,10:45,21.795,22.657,22.92,22.92
01/20/2010 11:00,1/20/2010,11:00,21.819,22.657,22.944,22.92
01/20/2010 11:15,1/20/2010,11:15,21.843,22.657,22.992,22.944
01/20/2010 11:30,1/20/2010,11:30,21.843,22.657,23.016,22.968
01/20/2010 11:45,1/20/2010,11:45,21.891,22.657,23.04,22.992
01/20/2010 12:00,1/20/2010,12:00,21.915,22.681,23.064,22.992
01/20/2010 12:15,1/20/2010,12:15,21.939,22.705,23.088,22.992
01/20/2010 12:30,1/20/2010,12:30,21.963,22.681,23.088,22.992
01/20/2010 12:45,1/20/2010,12:45,21.987,22.729,23.112,23.04
01/20/2010 13:00,1/20/2010,13:00,22.011,22.753,23.136,23.088
01/20/2010 13:15,1/20/2010,13:15,22.034,22.8,23.16,23.112
01/20/2010 13:30,1/20/2010,13:30,22.058,22.8,23.16,23.16
01/20/2010 13:45,1/20/2010,13:45,22.082,22.8,23.208,23.232
01/20/2010 14:00,1/20/2010,14:00,22.106,22.824,23.208,23.28
01/20/2010 14:15,1/20/2010,14:15,22.13,22.824,23.256,23.328
01/20/2010 14:30,1/20/2010,14:30,22.154,22.8,23.28,23.352
01/20/2010 14:45,1/20/2010,14:45,22.13,22.561,23.304,23.376
01/20/2010 15:00,1/20/2010,15:00,22.106,22.561,23.328,23.4
01/20/2010 15:15,1/20/2010,15:15,22.082,22.561,23.328,23.424
01/20/2010 15:30,1/20/2010,15:30,22.082,22.489,23.352,23.376
01/20/2010 15:45,1/20/2010,15:45,22.106,22.537,23.352,23.328
01/20/2010 16:00,1/20/2010,16:00,22.106,22.609,23.376,23.256
01/20/2010 16:15,1/20/2010,16:15,22.106,22.705,23.4,23.256
01/20/2010 16:30,1/20/2010,16:30,22.058,22.753,23.376,23.232
01/20/2010 16:45,1/20/2010,16:45,22.058,22.776,23.376,23.184
01/20/2010 17:00,1/20/2010,17:00,22.034,22.776,23.376,23.184
01/20/2010 17:15,1/20/2010,17:15,22.034,22.705,23.352,23.184
01/20/2010 17:30,1/20/2010,17:30,22.034,22.633,23.328,23.184
01/20/2010 17:45,1/20/2010,17:45,22.011,22.561,23.304,23.16
01/20/2010 18:00,1/20/2010,18:00,21.987,22.441,23.28,23.16
01/20/2010 18:15,1/20/2010,18:15,21.963,22.393,23.28,23.136
01/20/2010 18:30,1/20/2010,18:30,21.963,22.417,23.256,23.112
01/20/2010 18:45,1/20/2010,18:45,21.939,22.393,23.28,23.088
01/20/2010 19:00,1/20/2010,19:00,21.939,22.369,23.256,23.088
01/20/2010 19:15,1/20/2010,19:15,21.939,22.345,23.256,23.112
01/20/2010 19:30,1/20/2010,19:30,21.939,22.345,23.232,23.112
01/20/2010 19:45,1/20/2010,19:45,21.915,22.321,23.256,23.136
01/20/2010 20:00,1/20/2010,20:00,21.915,22.321,23.28,23.136
01/20/2010 20:15,1/20/2010,20:15,21.915,22.321,23.28,23.112
01/20/2010 20:30,1/20/2010,20:30,21.915,22.226,23.256,23.112
01/20/2010 20:45,1/20/2010,20:45,21.915,22.154,23.232,23.136
01/20/2010 21:00,1/20/2010,21:00,21.915,22.226,23.208,23.136
01/20/2010 21:15,1/20/2010,21:15,21.891,22.537,23.184,23.184
01/20/2010 21:30,1/20/2010,21:30,21.891,22.681,23.16,23.208
01/20/2010 21:45,1/20/2010,21:45,21.891,22.729,23.136,23.184
01/20/2010 22:00,1/20/2010,22:00,21.867,22.753,23.112,23.184
01/20/2010 22:15,1/20/2010,22:15,21.891,22.753,23.064,23.184
01/20/2010 22:30,1/20/2010,22:30,21.939,22.729,22.992,23.208
01/20/2010 22:45,1/20/2010,22:45,21.987,22.705,22.992,23.184
01/20/2010 23:00,1/20/2010,23:00,22.011,22.729,22.968,23.184
01/20/2010 23:15,1/20/2010,23:15,22.034,22.753,23.04,23.184
01/20/2010 23:30,1/20/2010,23:30,22.011,22.776,23.088,23.16
01/20/2010 23:45,1/20/2010,23:45,21.939,22.8,23.112,23.16
01/21/2010 00:00,1/21/2010,00:00,21.915,22.8,23.088,23.16
01/21/2010 00:15,1/21/2010,00:15,21.915,22.8,23.064,23.184
01/21/2010 00:30,1/21/2010,00:30,21.915,22.8,23.088,23.184
01/21/2010 00:45,1/21/2010,00:45,21.939,22.8,23.088,23.184
01/21/2010 01:00,1/21/2010,01:00,21.915,22.8,23.064,23.184
01/21/2010 01:15,1/21/2010,01:15,21.915,22.776,23.064,23.184
01/21/2010 01:30,1/21/2010,01:30,21.915,22.776,23.064,23.16
01/21/2010 01:45,1/21/2010,01:45,21.915,22.776,23.064,23.136
01/21/2010 02:00,1/21/2010,02:00,21.891,22.776,23.064,23.136
01/21/2010 02:15,1/21/2010,02:15,21.891,22.776,23.088,23.136
01/21/2010 02:30,1/21/2010,02:30,21.891,22.776,23.088,23.112
01/21/2010 02:45,1/21/2010,02:45,21.891,22.776,23.088,23.112
01/21/2010 03:00,1/21/2010,03:00,21.891,22.753,23.088,23.112
01/21/2010 03:15,1/21/2010,03:15,21.891,22.753,23.088,23.136
01/21/2010 03:30,1/21/2010,03:30,21.891,22.753,23.088,23.136
01/21/2010 03:45,1/21/2010,03:45,21.891,22.753,23.088,23.16
01/21/2010 04:00,1/21/2010,04:00,21.867,22.753,23.088,23.136
01/21/2010 04:15,1/21/2010,04:15,21.867,22.776,23.088,23.136
01/21/2010 04:30,1/21/2010,04:30,21.915,22.753,23.088,23.112
01/21/2010 04:45,1/21/2010,04:45,21.939,22.681,23.064,23.088
01/21/2010 05:00,1/21/2010,05:00,21.939,22.633,23.064,23.064
01/21/2010 05:15,1/21/2010,05:15,21.939,22.609,23.064,23.064
01/21/2010 05:30,1/21/2010,05:30,21.915,22.609,23.064,23.064
01/21/2010 05:45,1/21/2010,05:45,21.915,22.585,23.064,23.04
01/21/2010 06:00,1/21/2010,06:00,21.915,22.585,23.064,23.04
01/21/2010 06:15,1/21/2010,06:15,21.939,22.609,23.04,23.064
01/21/2010 06:30,1/21/2010,06:30,21.939,22.609,23.04,23.064
01/21/2010 06:45,1/21/2010,06:45,21.963,22.633,23.04,23.064
01/21/2010 07:00,1/21/2010,07:00,21.963,22.657,23.04,23.064
01/21/2010 07:15,1/21/2010,07:15,21.963,22.657,23.016,23.064
01/21/2010 07:30,1/21/2010,07:30,21.963,22.657,23.016,23.064
01/21/2010 07:45,1/21/2010,07:45,21.963,22.681,22.992,23.064
01/21/2010 08:00,1/21/2010,08:00,21.939,22.705,22.992,23.04
01/21/2010 08:15,1/21/2010,08:15,21.939,22.729,22.968,23.064
01/21/2010 08:30,1/21/2010,08:30,21.939,22.753,22.968,23.04
01/21/2010 08:45,1/21/2010,08:45,21.939,22.753,22.968,23.04
01/21/2010 09:00,1/21/2010,09:00,21.939,22.753,22.968,23.04
01/21/2010 09:15,1/21/2010,09:15,21.939,22.729,22.968,23.016
01/21/2010 09:30,1/21/2010,09:30,21.963,22.705,22.968,23.04
01/21/2010 09:45,1/21/2010,09:45,21.963,22.968,22.992,23.016
01/21/2010 10:00,1/21/2010,10:00,21.987,23.184,22.992,23.016
01/21/2010 10:15,1/21/2010,10:15,21.987,23.328,22.992,23.016
01/21/2010 10:30,1/21/2010,10:30,22.011,23.376,23.016,23.04
01/21/2010 10:45,1/21/2010,10:45,21.987,23.448,23.016,23.064
01/21/2010 11:00,1/21/2010,11:00,21.987,23.497,23.016,23.088
01/21/2010 11:15,1/21/2010,11:15,22.011,23.497,23.04,23.112
01/21/2010 11:30,1/21/2010,11:30,22.011,23.497,23.04,23.112
01/21/2010 11:45,1/21/2010,11:45,22.034,23.545,23.064,23.136
01/21/2010 12:00,1/21/2010,12:00,22.058,23.569,23.064,23.16
01/21/2010 12:15,1/21/2010,12:15,22.058,23.593,23.088,23.16
01/21/2010 12:30,1/21/2010,12:30,22.082,23.593,23.112,23.184
01/21/2010 12:45,1/21/2010,12:45,22.106,23.569,23.112,23.208
01/21/2010 13:00,1/21/2010,13:00,22.13,23.545,23.136,23.232
01/21/2010 13:15,1/21/2010,13:15,22.154,23.545,23.136,23.256
01/21/2010 13:30,1/21/2010,13:30,22.178,23.545,23.16,23.304
01/21/2010 13:45,1/21/2010,13:45,22.202,23.545,23.16,23.328
01/21/2010 14:00,1/21/2010,14:00,22.202,23.569,23.184,23.352
01/21/2010 14:15,1/21/2010,14:15,22.226,23.472,23.208,23.376
01/21/2010 14:30,1/21/2010,14:30,22.25,23.352,23.208,23.4
01/21/2010 14:45,1/21/2010,14:45,22.25,23.352,23.208,23.4
01/21/2010 15:00,1/21/2010,15:00,22.298,23.352,23.232,23.376
01/21/2010 15:15,1/21/2010,15:15,22.298,23.328,23.232,23.376
01/21/2010 15:30,1/21/2010,15:30,22.25,23.352,23.256,23.376
01/21/2010 15:45,1/21/2010,15:45,22.13,23.376,23.256,23.376
01/21/2010 16:00,1/21/2010,16:00,22.058,23.424,23.232,23.4
01/21/2010 16:15,1/21/2010,16:15,21.987,23.448,23.256,23.4
01/21/2010 16:30,1/21/2010,16:30,21.939,23.472,23.232,23.4
01/21/2010 16:45,1/21/2010,16:45,21.939,23.472,23.232,23.4
01/21/2010 17:00,1/21/2010,17:00,21.939,23.497,23.232,23.4
01/21/2010 17:15,1/21/2010,17:15,21.963,23.521,23.232,23.376
01/21/2010 17:30,1/21/2010,17:30,21.987,23.569,23.232,23.424
01/21/2010 17:45,1/21/2010,17:45,21.987,23.593,23.232,23.472
01/21/2010 18:00,1/21/2010,18:00,22.011,23.617,23.232,23.497
01/21/2010 18:15,1/21/2010,18:15,22.011,23.617,23.208,23.521
01/21/2010 18:30,1/21/2010,18:30,22.034,23.593,23.208,23.497
01/21/2010 18:45,1/21/2010,18:45,22.011,23.617,23.208,23.497
01/21/2010 19:00,1/21/2010,19:00,22.011,23.641,23.208,23.472
01/21/2010 19:15,1/21/2010,19:15,22.011,23.641,23.208,23.448
01/21/2010 19:30,1/21/2010,19:30,21.987,23.641,23.184,23.448
01/21/2010 19:45,1/21/2010,19:45,21.987,23.641,23.184,23.424
01/21/2010 20:00,1/21/2010,20:00,22.011,23.641,23.184,23.424
01/21/2010 20:15,1/21/2010,20:15,22.034,23.617,23.208,23.4
01/21/2010 20:30,1/21/2010,20:30,22.058,23.617,23.256,23.4
01/21/2010 20:45,1/21/2010,20:45,22.082,23.593,23.304,23.4
01/21/2010 21:00,1/21/2010,21:00,22.082,23.617,23.304,23.4
01/21/2010 21:15,1/21/2010,21:15,22.106,23.593,23.304,23.376
01/21/2010 21:30,1/21/2010,21:30,22.13,23.593,23.304,23.4
01/21/2010 21:45,1/21/2010,21:45,22.13,23.569,23.256,23.448
01/21/2010 22:00,1/21/2010,22:00,22.13,23.569,23.208,23.424
01/21/2010 22:15,1/21/2010,22:15,22.106,23.545,23.136,23.4
01/21/2010 22:30,1/21/2010,22:30,22.082,23.545,23.088,23.376
01/21/2010 22:45,1/21/2010,22:45,22.034,23.4,23.064,23.352
01/21/2010 23:00,1/21/2010,23:00,22.058,23.184,23.04,23.352
01/21/2010 23:15,1/21/2010,23:15,22.106,22.992,23.016,23.352
01/21/2010 23:30,1/21/2010,23:30,22.178,23.016,22.968,23.328
01/21/2010 23:45,1/21/2010,23:45,22.178,23.064,22.968,23.28
01/22/2010 00:00,1/22/2010,00:00,22.106,23.064,22.992,23.232
01/22/2010 00:15,1/22/2010,00:15,22.106,23.04,23.016,23.208
01/22/2010 00:30,1/22/2010,00:30,22.082,22.944,23.04,23.184
01/22/2010 00:45,1/22/2010,00:45,22.011,22.753,23.04,23.184
01/22/2010 01:00,1/22/2010,01:00,21.987,22.753,23.04,23.184
01/22/2010 01:15,1/22/2010,01:15,21.963,22.729,23.064,23.184
01/22/2010 01:30,1/22/2010,01:30,21.963,22.657,23.064,23.184
01/22/2010 01:45,1/22/2010,01:45,21.963,22.753,23.04,23.184
01/22/2010 02:00,1/22/2010,02:00,21.963,22.776,23.04,23.208
01/22/2010 02:15,1/22/2010,02:15,21.987,22.729,23.04,23.208
01/22/2010 02:30,1/22/2010,02:30,21.987,22.824,23.064,23.232
01/22/2010 02:45,1/22/2010,02:45,22.011,22.824,23.064,23.208
01/22/2010 03:00,1/22/2010,03:00,22.011,22.824,23.064,23.208
01/22/2010 03:15,1/22/2010,03:15,22.011,22.824,23.064,23.184
01/22/2010 03:30,1/22/2010,03:30,22.011,22.968,23.064,23.136
01/22/2010 03:45,1/22/2010,03:45,22.011,22.92,23.064,23.088
01/22/2010 04:00,1/22/2010,04:00,22.011,22.705,23.064,23.064
01/22/2010 04:15,1/22/2010,04:15,22.011,22.633,23.064,23.04
01/22/2010 04:30,1/22/2010,04:30,22.011,22.729,23.064,23.04
01/22/2010 04:45,1/22/2010,04:45,22.011,22.896,23.064,23.016
01/22/2010 05:00,1/22/2010,05:00,22.011,23.016,23.064,23.016
01/22/2010 05:15,1/22/2010,05:15,22.011,23.088,23.064,23.016
01/22/2010 05:30,1/22/2010,05:30,22.011,23.136,23.064,23.04
01/22/2010 05:45,1/22/2010,05:45,22.082,23.112,23.04,23.064
01/22/2010 06:00,1/22/2010,06:00,22.13,23.112,23.04,23.088
01/22/2010 06:15,1/22/2010,06:15,22.178,23.136,23.04,23.136
01/22/2010 06:30,1/22/2010,06:30,22.178,23.112,23.04,23.184
01/22/2010 06:45,1/22/2010,06:45,22.154,23.088,23.04,23.208
01/22/2010 07:00,1/22/2010,07:00,22.154,23.016,23.04,23.256
01/22/2010 07:15,1/22/2010,07:15,22.154,23.064,23.04,23.256
01/22/2010 07:30,1/22/2010,07:30,22.154,23.112,23.04,23.256
01/22/2010 07:45,1/22/2010,07:45,22.154,23.136,23.04,23.256
01/22/2010 08:00,1/22/2010,08:00,22.178,23.208,23.04,23.256
01/22/2010 08:15,1/22/2010,08:15,22.202,23.208,23.04,23.232
01/22/2010 08:30,1/22/2010,08:30,22.202,23.232,23.04,23.232
01/22/2010 08:45,1/22/2010,08:45,22.202,23.256,23.064,23.232
01/22/2010 09:00,1/22/2010,09:00,22.226,23.28,23.064,23.256
01/22/2010 09:15,1/22/2010,09:15,22.25,23.328,23.064,23.28
01/22/2010 09:30,1/22/2010,09:30,22.25,23.304,23.064,23.28
01/22/2010 09:45,1/22/2010,09:45,22.274,23.256,23.088,23.28
01/22/2010 10:00,1/22/2010,10:00,22.274,23.208,23.088,23.208
01/22/2010 10:15,1/22/2010,10:15,22.298,23.16,23.088,23.184
01/22/2010 10:30,1/22/2010,10:30,22.321,23.16,23.088,23.184
01/22/2010 10:45,1/22/2010,10:45,22.345,23.16,23.04,23.16
01/22/2010 11:00,1/22/2010,11:00,22.345,23.112,23.088,23.184
01/22/2010 11:15,1/22/2010,11:15,22.369,23.088,23.088,23.16
01/22/2010 11:30,1/22/2010,11:30,22.393,23.088,23.112,23.16
01/22/2010 11:45,1/22/2010,11:45,22.417,23.112,23.136,23.16
01/22/2010 12:00,1/22/2010,12:00,22.417,23.184,23.16,23.184
01/22/2010 12:15,1/22/2010,12:15,22.441,23.28,23.16,23.184
01/22/2010 12:30,1/22/2010,12:30,22.441,23.352,23.184,23.208
01/22/2010 12:45,1/22/2010,12:45,22.489,23.4,23.184,23.208
01/22/2010 13:00,1/22/2010,13:00,22.489,23.448,23.208,23.232
01/22/2010 13:15,1/22/2010,13:15,22.537,23.497,23.208,23.232
01/22/2010 13:30,1/22/2010,13:30,22.561,23.569,23.232,23.256
01/22/2010 13:45,1/22/2010,13:45,22.585,23.617,23.232,23.28
01/22/2010 14:00,1/22/2010,14:00,22.609,23.665,23.256,23.304
01/22/2010 14:15,1/22/2010,14:15,22.633,23.689,23.256,23.352
01/22/2010 14:30,1/22/2010,14:30,22.657,23.689,23.256,23.376
01/22/2010 14:45,1/22/2010,14:45,22.681,23.713,23.328,23.424
01/22/2010 15:00,1/22/2010,15:00,22.609,23.689,23.4,23.376
01/22/2010 15:15,1/22/2010,15:15,22.585,23.689,23.376,23.328
01/22/2010 15:30,1/22/2010,15:30,22.633,23.689,23.352,23.28
01/22/2010 15:45,1/22/2010,15:45,22.657,23.617,23.376,23.232
01/22/2010 16:00,1/22/2010,16:00,22.657,23.328,23.376,23.232
01/22/2010 16:15,1/22/2010,16:15,22.681,23.28,23.352,23.208
01/22/2010 16:30,1/22/2010,16:30,22.657,23.256,23.328,23.184
01/22/2010 16:45,1/22/2010,16:45,22.681,23.256,23.328,23.232
01/22/2010 17:00,1/22/2010,17:00,22.681,23.304,23.328,23.256
01/22/2010 17:15,1/22/2010,17:15,22.681,23.328,23.304,23.328
01/22/2010 17:30,1/22/2010,17:30,22.729,23.352,23.328,23.376
01/22/2010 17:45,1/22/2010,17:45,22.729,23.304,23.352,23.448
01/22/2010 18:00,1/22/2010,18:00,22.729,23.28,23.304,23.497
01/22/2010 18:15,1/22/2010,18:15,22.681,23.28,23.304,23.545
01/22/2010 18:30,1/22/2010,18:30,22.633,23.256,23.256,23.545
01/22/2010 18:45,1/22/2010,18:45,22.609,23.28,23.208,23.497
01/22/2010 19:00,1/22/2010,19:00,22.585,23.256,23.232,23.472
01/22/2010 19:15,1/22/2010,19:15,22.585,23.232,23.232,23.448
01/22/2010 19:30,1/22/2010,19:30,22.585,23.256,23.232,23.448
01/22/2010 19:45,1/22/2010,19:45,22.585,23.28,23.232,23.424
01/22/2010 20:00,1/22/2010,20:00,22.561,23.28,23.232,23.424
01/22/2010 20:15,1/22/2010,20:15,22.561,23.304,23.232,23.4
01/22/2010 20:30,1/22/2010,20:30,22.561,23.304,23.208,23.4
01/22/2010 20:45,1/22/2010,20:45,22.561,23.304,23.232,23.376
01/22/2010 21:00,1/22/2010,21:00,22.561,23.328,23.208,23.352
01/22/2010 21:15,1/22/2010,21:15,22.561,23.352,23.208,23.352
01/22/2010 21:30,1/22/2010,21:30,22.561,23.376,23.16,23.352
01/22/2010 21:45,1/22/2010,21:45,22.561,23.4,23.088,23.352
01/22/2010 22:00,1/22/2010,22:00,22.561,23.4,23.112,23.352
01/22/2010 22:15,1/22/2010,22:15,22.561,23.304,23.112,23.376
01/22/2010 22:30,1/22/2010,22:30,22.561,23.256,23.088,23.208
01/22/2010 22:45,1/22/2010,22:45,22.561,23.112,23.088,23.112
01/22/2010 23:00,1/22/2010,23:00,22.561,23.04,23.088,23.04
01/22/2010 23:15,1/22/2010,23:15,22.585,23.016,23.064,22.992
01/22/2010 23:30,1/22/2010,23:30,22.585,23.016,23.04,22.92
01/22/2010 23:45,1/22/2010,23:45,22.561,22.968,23.016,22.872
01/23/2010 00:00,1/23/2010,00:00,22.537,22.968,22.92,22.896
01/23/2010 00:15,1/23/2010,00:15,22.561,22.992,22.872,22.944
01/23/2010 00:30,1/23/2010,00:30,22.609,22.992,22.872,22.968
01/23/2010 00:45,1/23/2010,00:45,22.633,23.016,22.944,22.992
01/23/2010 01:00,1/23/2010,01:00,22.609,23.016,22.968,22.992
01/23/2010 01:15,1/23/2010,01:15,22.537,23.016,22.992,22.992
01/23/2010 01:30,1/23/2010,01:30,22.441,22.992,23.016,22.992
01/23/2010 01:45,1/23/2010,01:45,22.417,22.992,23.064,22.968
01/23/2010 02:00,1/23/2010,02:00,22.369,22.968,23.16,22.968
01/23/2010 02:15,1/23/2010,02:15,22.369,22.968,23.16,22.944
01/23/2010 02:30,1/23/2010,02:30,22.393,22.944,23.208,22.944
01/23/2010 02:45,1/23/2010,02:45,22.441,22.896,23.232,22.944
01/23/2010 03:00,1/23/2010,03:00,22.441,22.776,23.256,22.944
01/23/2010 03:15,1/23/2010,03:15,22.417,22.872,23.256,22.944
01/23/2010 03:30,1/23/2010,03:30,22.369,22.848,23.328,22.944
01/23/2010 03:45,1/23/2010,03:45,22.345,22.848,23.4,22.944
01/23/2010 04:00,1/23/2010,04:00,22.345,22.848,23.448,22.944
01/23/2010 04:15,1/23/2010,04:15,22.369,22.824,23.497,22.944
01/23/2010 04:30,1/23/2010,04:30,22.369,22.753,23.521,22.896
01/23/2010 04:45,1/23/2010,04:45,22.369,22.8,23.521,22.872
01/23/2010 05:00,1/23/2010,05:00,22.369,22.8,23.545,22.848
01/23/2010 05:15,1/23/2010,05:15,22.369,22.8,23.521,22.848
01/23/2010 05:30,1/23/2010,05:30,22.369,22.824,23.521,22.824
01/23/2010 05:45,1/23/2010,05:45,22.393,22.944,23.497,22.824
01/23/2010 06:00,1/23/2010,06:00,22.393,22.968,23.448,22.824
01/23/2010 06:15,1/23/2010,06:15,22.369,22.968,23.448,22.824
01/23/2010 06:30,1/23/2010,06:30,22.393,22.968,23.497,22.824
01/23/2010 06:45,1/23/2010,06:45,22.393,22.968,23.521,22.824
01/23/2010 07:00,1/23/2010,07:00,22.393,22.944,23.569,22.848
01/23/2010 07:15,1/23/2010,07:15,22.393,22.944,23.569,22.92
01/23/2010 07:30,1/23/2010,07:30,22.465,22.92,23.569,22.968
01/23/2010 07:45,1/23/2010,07:45,22.537,22.92,23.545,22.992
01/23/2010 08:00,1/23/2010,08:00,22.585,22.92,23.545,23.04
01/23/2010 08:15,1/23/2010,08:15,22.585,22.896,23.545,23.064
01/23/2010 08:30,1/23/2010,08:30,22.585,22.848,23.593,23.088
01/23/2010 08:45,1/23/2010,08:45,22.585,22.753,23.641,23.112
01/23/2010 09:00,1/23/2010,09:00,22.609,22.657,23.641,23.112
01/23/2010 09:15,1/23/2010,09:15,22.585,22.585,23.641,23.112
01/23/2010 09:30,1/23/2010,09:30,22.585,22.513,23.641,23.088
01/23/2010 09:45,1/23/2010,09:45,22.585,22.441,23.593,23.064
01/23/2010 10:00,1/23/2010,10:00,22.585,22.417,23.593,23.112
01/23/2010 10:15,1/23/2010,10:15,22.585,22.441,23.593,23.136
01/23/2010 10:30,1/23/2010,10:30,22.585,22.489,23.641,23.16
01/23/2010 10:45,1/23/2010,10:45,22.609,22.537,23.665,23.112
01/23/2010 11:00,1/23/2010,11:00,22.609,22.585,23.713,23.088
01/23/2010 11:15,1/23/2010,11:15,22.657,22.657,23.761,23.088
01/23/2010 11:30,1/23/2010,11:30,22.681,22.729,23.809,23.088
01/23/2010 11:45,1/23/2010,11:45,22.705,22.729,23.857,23.064
01/23/2010 12:00,1/23/2010,12:00,22.729,22.753,23.881,23.064
01/23/2010 12:15,1/23/2010,12:15,22.753,22.776,23.905,23.112
01/23/2010 12:30,1/23/2010,12:30,22.776,22.776,23.93,23.16
01/23/2010 12:45,1/23/2010,12:45,22.8,22.753,23.93,23.208
01/23/2010 13:00,1/23/2010,13:00,22.848,22.729,23.93,23.208
01/23/2010 13:15,1/23/2010,13:15,22.872,22.681,24.074,23.208
01/23/2010 13:30,1/23/2010,13:30,22.896,22.681,24.388,23.328
01/23/2010 13:45,1/23/2010,13:45,22.92,22.657,24.484,23.497
01/23/2010 14:00,1/23/2010,14:00,22.92,22.609,24.46,23.569
01/23/2010 14:15,1/23/2010,14:15,22.944,22.657,24.412,23.569
01/23/2010 14:30,1/23/2010,14:30,22.968,22.657,24.436,23.424
01/23/2010 14:45,1/23/2010,14:45,23.016,22.681,24.46,23.472
01/23/2010 15:00,1/23/2010,15:00,23.04,22.848,24.508,23.545
01/23/2010 15:15,1/23/2010,15:15,23.064,22.848,24.508,23.689
01/23/2010 15:30,1/23/2010,15:30,23.112,22.848,24.46,23.689
01/23/2010 15:45,1/23/2010,15:45,23.136,22.824,24.412,23.665
01/23/2010 16:00,1/23/2010,16:00,23.136,22.776,24.363,23.737
01/23/2010 16:15,1/23/2010,16:15,23.112,22.776,24.315,23.761
01/23/2010 16:30,1/23/2010,16:30,22.992,22.776,24.315,23.785
01/23/2010 16:45,1/23/2010,16:45,22.92,22.776,24.315,23.833
01/23/2010 17:00,1/23/2010,17:00,22.848,22.753,24.291,23.881
01/23/2010 17:15,1/23/2010,17:15,22.776,22.753,24.243,23.857
01/23/2010 17:30,1/23/2010,17:30,22.753,22.776,24.195,23.857
01/23/2010 17:45,1/23/2010,17:45,22.729,22.848,24.171,23.857
01/23/2010 18:00,1/23/2010,18:00,22.681,23.016,24.146,23.857
01/23/2010 18:15,1/23/2010,18:15,22.657,23.088,24.122,23.833
01/23/2010 18:30,1/23/2010,18:30,22.657,23.112,24.122,23.833
01/23/2010 18:45,1/23/2010,18:45,22.657,23.112,24.122,23.833
01/23/2010 19:00,1/23/2010,19:00,22.657,23.088,24.122,23.785
01/23/2010 19:15,1/23/2010,19:15,22.681,23.016,24.074,23.737
01/23/2010 19:30,1/23/2010,19:30,22.705,22.968,24.074,23.689
01/23/2010 19:45,1/23/2010,19:45,22.705,22.872,24.05,23.689
01/23/2010 20:00,1/23/2010,20:00,22.705,22.776,24.05,23.641
01/23/2010 20:15,1/23/2010,20:15,22.705,22.657,24.05,23.617
01/23/2010 20:30,1/23/2010,20:30,22.705,22.561,24.05,23.545
01/23/2010 20:45,1/23/2010,20:45,22.729,22.489,24.074,23.448
01/23/2010 21:00,1/23/2010,21:00,22.776,22.417,24.098,23.424
